FileCode,IMDBRating,Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0
tt0944835,6.5,Salt_0944835,22534,4.35,237,0.07,0.41,1.08,0.03,0.04,0.02,0.1,0.04,1.73,0.3,0.25,0.03,0.21,0.32,0.1,1.74,0.59,0.04,0.05,4.06,0.06,32.77,0.95,0.01,0.49,0.07,0.15,0.43,8.55,0.02,0.94,0.97,0.28,0.3,0.39,1.26,0.28,0.11,0.16,3.3,0,0.04,0.15,0,0.99,0.43,0.15,0.06,0.01,0.23,0.05,0.46,1.68,0,5.96,0.04,1.27,8.55,0.06,0.02,0.13,0.1,0.07,0.71,0.59
tt0091886,7.3,Salvador_0091886,31917,4.19,246,0.08,0.25,1.39,0.03,0.02,0,0.15,0.02,2.22,0.52,0.33,0.08,0.08,0.44,0.12,2.22,0.38,0.06,0.07,4.66,0.04,31.82,0.66,0.02,0.44,0.16,0.16,0.51,8.48,0.01,0.88,0.52,0.43,0.39,0.6,1.18,0.46,0.13,0.23,2.76,0.02,0.05,0.14,0,1.95,0.43,0.19,0.21,0.01,0.28,0.04,0.56,0.9,0.02,4.28,0.05,1.46,7.58,0.08,0.03,0.12,0.1,0.05,0.91,0.83
tt0539417,7.9,Sam I Am_0539417,23877,4.07,232,0.25,0.33,1.89,0.04,0.05,0.01,0.23,0.03,3.57,0.45,0.62,0.16,0.13,0.57,0.2,3.86,0.38,0.06,0.06,3.7,0.05,29.91,0.9,0.07,0.31,0.08,0.17,0.63,7.26,0,1.21,0.42,0.62,0.67,0.3,2.09,0.61,0.18,0.53,3.56,0.02,0.02,0.17,0.02,2.85,0.19,0.3,0.15,0.02,0.63,0.11,0.57,1.29,0.05,4.62,0.08,1.82,9.53,0.12,0.01,0.18,0.1,0.08,0.29,1.49
tt0881320,5.9,Sanctum_0881320,26346,4.44,249,0.04,0.06,0.9,0.02,0.01,0.01,0.09,0.02,1.76,0.22,0.44,0.07,0.16,0.35,0.14,1.7,0.79,0.02,0.05,4.64,0.08,32.08,0.98,0.03,0.48,0.09,0.21,0.79,8.71,0,0.92,1.29,0.46,0.41,0.46,1.2,0.26,0.17,0.14,3.53,0,0.05,0.25,0,1.37,0.33,0.13,0.19,0,0.32,0.01,0.31,1.31,0.02,5.3,0.05,0.85,9.22,0.05,0.01,0.1,0.03,0.05,0.33,0.55
tt0176118,4.9,Sandman_0176118,22614,4.32,222,0.08,0.84,1.81,0.02,0.04,0.02,0.18,0.03,2.22,0.35,0.53,0.11,0.17,0.61,0.22,3.34,0.51,0.03,0.08,5.14,0.15,28.39,0.61,0.05,0.7,0.11,0.34,0.4,7.95,0.01,1.66,0.88,0.47,0.53,0.43,1.71,0.5,0.17,0.19,3.49,0.03,0.08,0.15,0.02,2.33,0.23,0.35,0.19,0.01,0.3,0.05,0.46,0.96,0.01,4.82,0.08,1.44,10.41,0.08,0.01,0.1,0.05,0.07,0.21,1.03
tt0486569,3.8,Sasquatch Mountain_0486569,18978,4.11,232,0.1,0.24,1.32,0.01,0.04,0,0.14,0,2.02,0.69,0.55,0.08,0.17,0.78,0.12,2.32,0.34,0.11,0.16,3.87,0.05,27.47,0.61,0.04,0.22,0.09,0.24,0.64,8.7,0.02,1.36,0.83,0.54,0.36,0.45,1.62,0.3,0.15,0.19,4.34,0,0.11,0.18,0.03,1.83,0.36,0.78,0.16,0.03,0.27,0.05,0.58,1.28,0.01,5.05,0.08,1.32,9.76,0.11,0.03,0.21,0.07,0.09,0.42,0.92
tt1700841,6.1,Sausage Party_1700841,24125,4.12,220,0.07,0.31,1.37,0.03,0.02,0,0.09,0.02,2.59,0.43,0.46,0.07,0.07,0.69,0.18,3.59,0.35,0.04,0.04,3.13,0.08,31.14,0.45,0.05,0.5,0.04,0.1,0.75,7.88,0,0.91,0.63,0.41,0.39,0.21,1.51,0.29,0.17,0.12,2.81,0.01,0.05,0.22,0.02,1.63,0.24,0.13,0.13,0,0.32,0.06,0.29,0.97,0.02,3.24,0.05,1.05,8.75,0.07,0.01,0.13,0.08,0.04,0.39,0.61
tt2140373,7.5,Saving Mr Banks_2140373,23962,4.23,243,0.22,0.26,1.64,0.02,0.03,0.02,0.17,0.03,3.15,0.4,0.43,0.1,0.13,0.56,0.18,2.89,0.64,0.03,0.06,3.73,0.16,32.31,0.61,0.03,0.41,0.06,0.23,0.86,8.13,0.01,1.34,0.59,0.43,0.65,0.38,1.37,0.68,0.16,0.39,3.21,0.01,0.1,0.14,0.01,1.91,0.18,0.24,0.15,0.02,0.26,0.08,0.46,1.22,0.03,5.3,0.03,0.98,9.19,0.15,0.02,0.11,0.06,0.05,0.28,1.09
tt0120815,8.6,Saving Private Ryan_0120815,22723,4.38,233,0.12,0.18,1.43,0.03,0.02,0.01,0.26,0.03,2.35,0.47,0.41,0.04,0.19,0.48,0.17,2.61,0.52,0.08,0.07,4.28,0.05,32.31,0.73,0.08,0.36,0.15,0.13,0.93,8.94,0,1.01,0.76,0.33,0.51,0.43,1.44,0.35,0.13,0.17,3.42,0.02,0.06,0.1,0,1.51,0.54,0.22,0.16,0,0.23,0.07,0.24,1.24,0.01,4.38,0.04,1.46,8.75,0.11,0.01,0.07,0.13,0.06,0.21,0.79
tt0387564,7.6,Saw_0387564,25375,4.14,192,0.17,0.38,1.24,0.02,0.04,0.04,0.08,0.02,1.67,0.45,0.37,0.11,0.34,0.63,0.26,2.08,0.38,0.04,0.06,3.81,0.05,23.45,0.69,0.07,0.34,0.07,0.13,0.68,10.3,0.03,1.6,0.95,0.43,0.36,1.02,1.87,0.32,0.14,0.21,4.89,0.04,0.08,0.15,0.03,1.65,0.4,0.43,0.11,0,0.2,0.08,0.45,1.33,0.05,6.5,0.02,1.22,9.99,0.12,0,0.18,0.06,0.08,0.55,0.82
tt0098258,7.3,Say Anything_0098258,22370,4.04,229,0.09,0.44,2.21,0.01,0.12,0,0.21,0.02,3.41,0.61,0.74,0.07,0.15,0.72,0.09,4.48,0.41,0.06,0.04,3.7,0.11,27.32,0.62,0.06,0.31,0.06,0.17,0.36,7.01,0,1.28,0.52,0.51,0.71,0.13,1.88,0.55,0.24,0.44,3.32,0.03,0.04,0.28,0.01,2.64,0.33,0.19,0.14,0.02,0.43,0.1,0.61,1.22,0.01,4.36,0.06,1.77,10.24,0.11,0.02,0.19,0.17,0.04,0.15,1.14
tt0086250,8.3,Scarface_0086250,11428,4.23,258,0.04,0.26,1.23,0.01,0,0,0.1,0.01,2.15,0.46,0.64,0.07,0.09,0.4,0.15,2.17,0.37,0.04,0.14,5.45,0.03,30.22,0.62,0,0.29,0.09,0.09,0.67,8.62,0.04,0.97,0.59,0.15,0.39,0.53,1.29,0.28,0.24,0.21,3.09,0.01,0.03,0.07,0,2.48,0.45,0.19,0.18,0.04,0.26,0.01,0.41,0.71,0.04,4.03,0.03,1.44,7.72,0.04,0.03,0.15,0.09,0.1,0.67,0.81
tt0257106,5.4,Scary Movie 2_0257106,22878,4.22,219,0.14,0.34,1.6,0.05,0.03,0.02,0.15,0,2.22,0.6,0.51,0.09,0.14,0.67,0.19,3.31,0.36,0.03,0.03,3.26,0.11,30.57,0.57,0.03,0.42,0.08,0.09,0.68,7.69,0.01,1.35,0.55,0.3,0.66,0.55,1.64,0.42,0.22,0.21,3.38,0.02,0.07,0.13,0,1.67,0.35,0.17,0.14,0.02,0.44,0.11,0.62,1.58,0.02,4.91,0.06,1.33,10.27,0.07,0.01,0.14,0.06,0.06,0.33,0.63
tt0175142,6.3,Scary Movie_0175142,16592,4.05,211,0.02,0.15,1.74,0.06,0.02,0.01,0.19,0.02,3.25,0.57,0.56,0.11,0.11,0.69,0.16,3.56,0.33,0.02,0.06,3.89,0.07,32.94,0.48,0.02,0.3,0.07,0.1,0.5,6.78,0,1.2,0.56,0.39,0.48,0.24,1.9,0.39,0.21,0.25,2.91,0.02,0.02,0.11,0,2.05,0.46,0.12,0.16,0.01,0.52,0.03,0.49,1.07,0.01,4.73,0.05,1.71,10.02,0.13,0.01,0.24,0.1,0.03,0.57,0.86
tt3387520,6.2,Scary Stories to Tell in the Dark_3387520,24421,4.34,252,0.03,0.33,1.55,0.05,0.02,0.01,0.23,0.02,2.49,0.36,0.38,0.03,0.22,0.41,0.18,1.98,0.52,0.08,0.07,4.32,0.08,31.83,0.67,0.07,0.57,0.1,0.13,0.72,8.35,0,1.36,0.62,0.41,0.53,0.6,1.8,0.28,0.15,0.37,3.05,0,0.02,0.16,0.01,1.12,0.45,0.18,0.17,0.01,0.39,0.04,0.45,1.44,0.02,5.79,0.1,2.1,8.74,0.13,0.01,0.14,0.04,0.09,0.32,0.95
tt0105323,8,Scent of a Woman_0105323,28226,4.29,263,0.12,0.38,1.79,0.02,0.06,0,0.15,0.01,2.41,0.56,0.47,0.14,0.11,0.33,0.13,3.05,0.5,0.05,0.06,3.68,0.06,32.4,0.72,0.03,0.31,0.05,0.2,0.46,8.46,0.02,1.06,0.62,0.37,0.48,0.19,1.23,0.39,0.19,0.24,3.08,0.01,0.08,0.1,0,2.65,0.41,0.15,0.22,0,0.24,0.03,0.46,1.03,0.01,3.49,0.03,1.55,9.24,0.15,0.04,0.32,0.09,0.06,0.29,1.07
tt0108052,9,Schindler s List_0108052,30071,4.47,246,0.1,0.46,1.53,0.05,0.05,0.08,0.16,0.03,2.72,0.49,0.61,0.05,0.16,0.55,0.27,1.82,0.49,0.06,0.13,4.08,0.1,28.64,1.08,0.06,0.75,0.12,0.25,0.63,9.35,0.04,1.57,0.92,0.42,0.64,0.38,1.42,0.51,0.19,0.31,3.27,0.06,0.2,0.19,0,1.4,0.3,0.3,0.17,0,0.29,0.05,0.45,1.25,0.01,5.37,0.07,1.01,9.48,0.12,0.02,0.14,0.09,0.09,0.56,0.91
tt0267913,5.4,Scooby Doo_0267913,22095,4.43,259,0.1,0.43,1.55,0.05,0.02,0.01,0.14,0.03,1.84,0.41,0.44,0.03,0.12,0.28,0.16,2.31,0.43,0.03,0.05,4.64,0.07,34.94,0.58,0.05,0.4,0.04,0.13,0.79,8.24,0,1.14,0.73,0.3,0.44,0.35,1.31,0.19,0.17,0.24,2.56,0.03,0.05,0.13,0,1.37,0.21,0.09,0.12,0,0.23,0.04,0.37,0.84,0.06,4.92,0.08,1.42,9.3,0.07,0.01,0.14,0.04,0.06,0.33,0.69
tt0446029,7.5,Scott Pilgrim vs the World_0446029,25416,4.26,225,0.15,0.2,1.79,0,0.07,0.01,0.19,0,2.71,0.54,0.62,0.06,0.11,0.67,0.09,3.79,0.36,0.13,0.06,4.24,0.1,33.45,0.35,0.04,0.25,0.06,0.12,0.66,6.82,0.01,1.05,0.44,0.44,0.59,0.26,1.68,0.35,0.25,0.2,3.11,0,0.13,0.2,0,2.56,0.37,0.11,0.09,0.02,0.41,0.03,0.46,1.02,0.04,2.9,0.06,1.87,8.86,0.09,0.01,0.15,0.05,0.02,0.27,1.03
tt0120082,6.3,Scream 2_0120082,21011,4.23,231,0.2,0.2,1.73,0.03,0.02,0,0.11,0.03,3.07,0.27,0.49,0.03,0.11,0.57,0.1,2.55,0.52,0.02,0.1,3.93,0.08,30.21,0.8,0.04,0.67,0.07,0.25,0.74,8.16,0,1.6,1.01,0.33,0.61,0.71,1.5,0.48,0.18,0.17,3.09,0,0.12,0.25,0,1.86,0.48,0.53,0.18,0,0.35,0.02,0.62,1.12,0,5.56,0.13,1.42,10.41,0.06,0.01,0.23,0.18,0.03,0.28,1.01
tt0134084,5.7,Scream 3_0134084,18743,4.25,221,0.14,0.38,1.79,0.03,0.1,0.02,0.28,0.05,2.91,0.61,0.58,0.16,0.18,0.53,0.17,3.68,0.55,0.06,0.09,3.65,0.07,31.12,0.58,0.08,0.52,0.07,0.12,0.45,7.9,0,1.16,0.73,0.33,0.45,0.39,1.54,0.52,0.23,0.31,3.32,0,0.08,0.21,0.01,2.61,0.31,0.04,0.11,0.03,0.36,0.03,0.44,1.4,0.02,3.48,0.02,2.16,9.14,0.14,0.03,0.21,0.12,0.06,0.35,0.95
tt1262416,6.2,Scream 4_1262416,21375,4.19,195,0.16,0.2,2.25,0.03,0.05,0,0.13,0.01,3.44,0.37,0.64,0.08,0.13,0.65,0.15,2.58,0.47,0.04,0.05,3.32,0.08,32.99,0.58,0.12,0.57,0.08,0.21,0.73,7.23,0,1.91,0.76,0.47,0.84,0.24,1.65,0.29,0.2,0.31,3.35,0.01,0.06,0.16,0,1.78,0.41,0.26,0.15,0.01,0.35,0.01,0.46,1.15,0,4.78,0.07,1.82,10.66,0.1,0,0.28,0.11,0.02,0.21,1.07
tt0114367,6.3,Screamers_0114367,22497,4.21,178,0.12,0.21,1.91,0.02,0.05,0,0.18,0.02,2.6,0.35,0.44,0.04,0.18,0.56,0.14,2.38,0.37,0.07,0.06,4.39,0.07,30.17,0.52,0.04,0.5,0.06,0.21,0.56,7.99,0,1.72,0.84,0.39,0.6,0.97,1.74,0.51,0.22,0.2,3.68,0,0.16,0.21,0.02,1.99,0.39,0.47,0.16,0,0.34,0.03,0.6,0.99,0.01,5.47,0.06,1.89,9.54,0.06,0,0.22,0.15,0.05,0.43,0.9
tt0096061,6.9,Scrooged_0096061,23279,4.24,269,0.03,0.27,1.42,0.04,0.02,0,0.11,0.01,2.35,0.38,0.45,0.11,0.12,0.56,0.14,2.94,0.58,0.04,0.02,4.79,0.07,32.05,0.46,0.05,0.27,0.08,0.13,0.61,7.62,0,1.16,0.73,0.34,0.46,0.61,1.32,0.36,0.14,0.21,3.04,0,0.03,0.14,0,1.61,0.35,0.12,0.08,0,0.2,0.08,0.28,0.77,0.02,3.78,0.05,1.43,7.94,0.1,0.01,0.13,0.14,0.08,0.37,0.7
tt0114369,8.6,Se7en_0114369,34948,4.37,228,0.12,0.36,1.45,0.06,0.06,0,0.22,0.01,1.95,0.56,0.47,0.06,0.13,0.41,0.27,2.18,0.82,0.02,0.07,4.26,0.06,30.68,0.95,0.05,0.71,0.12,0.24,0.75,8.97,0,1.26,0.88,0.42,0.55,0.47,1.69,0.31,0.15,0.23,2.82,0.02,0.08,0.14,0.01,1.4,0.39,0.25,0.13,0,0.29,0.03,0.41,1.22,0.01,4.58,0.04,1.62,10.3,0.08,0,0.11,0.1,0.12,0.22,0.84
tt0108065,7.3,Searching for Bobby Fischer_0108065,31884,4.24,255,0.07,0.36,1.25,0.04,0.04,0.06,0.17,0.04,2.43,0.29,0.44,0.06,0.16,0.47,0.16,1.54,0.39,0.04,0.08,3.86,0.05,28.99,0.67,0.09,0.27,0.08,0.15,0.75,8.66,0,1.34,0.87,0.42,0.51,0.46,1.43,0.2,0.16,0.29,3.13,0.03,0.12,0.12,0.02,1.52,0.24,0.35,0.13,0.01,0.32,0.05,0.51,1.26,0.02,4.81,0.05,1.62,8.01,0.1,0.01,0.1,0.08,0.08,0.5,0.98
tt7668870,7.6,Searching_7668870,23055,4.41,203,0.05,0.81,1.37,0,0.04,0.04,0.16,0.07,2.13,0.37,0.46,0.06,0.13,0.59,0.08,2.69,0.58,0.02,0.1,3.27,0.04,36.79,0.99,0.1,0.53,0.09,0.14,0.4,7.33,0,1.03,0.38,0.29,0.41,0.16,1.6,0.31,0.21,0.29,3.47,0.03,0.07,0.21,0,1.59,0.17,0.18,0.06,0,0.3,0.08,0.57,1.13,0.05,3.16,0.03,2.22,7.2,0.11,0.01,0.23,0.05,0.03,0.15,0.69
tt2126357,5.8,Second Act_2126357,19805,4.12,229,0.12,0.6,1.75,0.05,0.1,0.03,0.19,0.02,3.17,0.5,0.62,0.1,0.17,0.64,0.15,4.21,0.38,0.05,0.02,3.79,0.09,30.25,0.75,0.07,0.3,0.06,0.22,0.52,7.13,0.02,1.18,0.46,0.52,0.63,0.28,1.57,0.44,0.22,0.33,3.34,0.03,0.07,0.18,0.01,2.38,0.29,0.16,0.11,0.01,0.38,0.05,0.37,1.37,0.04,3.63,0.11,1.99,8.58,0.12,0.03,0.12,0.14,0.09,0.29,1.05
tt1324069,5.7,Second Chance_1324069,2148,4.66,216,0,0.05,0.37,0.19,0,0,0.09,0.05,0.47,0.09,0.19,0.05,0.37,0.42,0.05,0.19,0.65,0,0.05,7.77,0,33.94,1.12,0.05,0.33,0.09,0.14,0.88,10.89,0,0.93,0.7,0.33,0.19,0.37,0.74,0.09,0,0,3.26,0,0.09,0.14,0.05,0.33,0.28,0.47,0,0,0.05,0,0.33,0.65,0,3.03,0,0.61,6.61,0.14,0,0,0,0.19,1.54,0.33
tt0327137,7.5,Secondhand Lions_0327137,21253,4.29,239,0.1,0.52,1.29,0.02,0.02,0.01,0.16,0,2.78,0.58,0.35,0.16,0.13,0.6,0.16,2.01,0.43,0.06,0.1,4.48,0.04,32.83,0.42,0.04,0.35,0.11,0.13,0.84,6.74,0,1.08,0.8,0.34,0.44,0.16,1.33,0.99,0.16,0.25,3.91,0,0.07,0.19,0,1.54,0.53,0.09,0.19,0.01,0.27,0.05,0.45,0.88,0,4.03,0.04,1.99,9.17,0.08,0,0.2,0.05,0.07,0.16,0.65
tt0363988,6.5,Secret Window_0363988,30112,3.96,210,0.07,0.5,1.25,0.01,0.05,0.01,0.17,0.02,2.77,0.51,0.46,0.06,0.17,0.63,0.18,2.35,0.5,0.1,0.04,3.8,0.05,29.61,0.39,0.04,0.4,0.06,0.16,0.4,8.28,0.01,1.85,0.77,0.34,0.44,0.43,1.37,0.78,0.18,0.25,3.84,0.06,0.02,0.13,0,1.89,0.34,0.17,0.13,0.01,0.3,0.03,0.37,1.03,0.03,3.85,0.05,1.93,8.64,0.12,0,0.1,0.04,0.07,0.22,1.03
tt1028576,7.2,Secretariat_1028576,25157,4.19,233,0.06,0.96,1.54,0.02,0.02,0.02,0.23,0.02,2.62,0.44,0.45,0.07,0.15,0.64,0.1,2.65,0.43,0.05,0.1,4.15,0.04,30.76,0.58,0.08,0.37,0.06,0.23,0.72,8.21,0.01,0.91,0.62,0.44,0.52,0.44,1.63,0.51,0.27,0.27,3.18,0.01,0.04,0.2,0,1.68,0.22,0.41,0.12,0,0.4,0.04,0.68,1.23,0.06,4.71,0.07,1.47,8.76,0.13,0.02,0.06,0.03,0.02,0.28,0.8
tt0839980,5.8,Semi Pro_0839980,23914,4.13,227,0.07,0.38,2.1,0.03,0.06,0.01,0.21,0.03,3.34,0.71,0.82,0.21,0.09,0.62,0.12,3.49,0.41,0.07,0.05,3.85,0.07,33.58,0.35,0.03,0.38,0.02,0.2,0.41,6.76,0.01,1.38,0.41,0.45,0.62,0.38,1.34,0.4,0.23,0.39,2.86,0,0.04,0.2,0.01,2.25,0.38,0.14,0.18,0,0.38,0.04,0.54,1.33,0,2.6,0.04,1.32,9.5,0.1,0.02,0.2,0.03,0.01,0.16,1.18
tt0114388,7.7,Sense and Sensibility_0114388,27997,4.46,230,0.48,0.36,1.74,0.05,0.02,0.06,0.2,0.04,0.15,0.34,0.26,0.06,0.28,0.45,0.28,3.78,1.17,0,0.13,3.69,0.31,29.27,0.94,0.11,0.58,0.05,0.81,0.96,8.49,0.05,0.92,0.56,0.66,0.76,0.18,1.82,0.79,0.13,0.39,4.18,0.04,0.06,0.36,0,2.11,0.27,0.28,0.35,0.03,0.41,0.09,0.4,1.44,0.06,5.06,0.04,1.29,9.38,0.1,0.04,0.14,0.1,0.05,0.25,0.96
tt0379786,7.8,Serenity_0379786,26575,4.15,226,0.17,0.55,1.71,0.04,0.04,0.02,0.16,0.01,2.73,0.5,0.55,0.08,0.19,0.63,0.31,3.22,1.05,0.08,0.15,4.57,0.1,25.39,1.11,0.05,0.35,0.06,0.15,0.56,8.52,0.02,1.28,0.73,0.44,0.56,0.62,1.65,0.45,0.16,0.2,3.74,0.07,0.03,0.15,0,1.76,0.41,0.32,0.26,0.01,0.38,0.05,0.37,1.2,0.05,4.97,0.11,1.48,9.42,0.11,0.02,0.1,0.05,0.08,0.38,1.14
tt0111127,6.8,Serial Mom_0111127,19615,4.45,240,0.03,0.33,1.21,0.05,0.01,0.01,0.07,0.01,1.63,0.32,0.34,0.08,0.11,0.34,0.1,2.05,0.83,0.02,0.05,4.67,0.05,36.58,0.61,0.05,0.29,0.12,0.16,1.06,10.09,0,0.89,0.57,0.34,0.37,0.63,1.5,0.25,0.13,0.29,2.91,0,0.18,0.11,0,1.51,0.37,0.11,0.08,0.01,0.34,0.07,0.32,1,0.02,3.75,0.03,1.19,8.43,0.05,0.04,0.07,0.1,0.07,0.53,0.66
tt0221928,5.1,Seven Days to Live_0221928,19525,4.21,229,0.14,0.22,1.53,0.04,0.02,0.02,0.17,0.03,1.91,0.39,0.43,0.11,0.24,0.59,0.28,2.34,0.37,0.07,0.06,4.14,0.07,26.75,0.83,0.1,0.5,0.07,0.35,0.49,8.95,0,1.46,1.04,0.32,0.59,0.16,1.69,0.34,0.13,0.25,4.46,0.02,0.24,0.37,0,1.62,0.31,0.17,0.18,0.02,0.25,0.13,0.58,1.63,0.06,5.64,0.04,1.17,10.65,0.1,0.02,0.16,0.04,0.05,0.16,0.93
tt1931533,7.1,Seven Psychopaths_1931533,37561,4.47,222,0.11,0.33,1.35,0.05,0.05,0,0.2,0.01,1.8,0.52,0.44,0.05,0.12,0.38,0.25,2.03,0.76,0.02,0.07,4.35,0.05,31.09,0.88,0.05,0.65,0.11,0.22,0.69,9.07,0,1.17,0.82,0.39,0.51,0.43,1.57,0.28,0.14,0.21,2.62,0.02,0.08,0.13,0.01,1.3,0.36,0.23,0.12,0,0.27,0.02,0.38,1.13,0.01,4.26,0.04,1.51,9.6,0.08,0,0.1,0.1,0.11,0.21,0.78
tt0047478,8.6,Seven Samurai_0047478,56826,4.54,198,0.15,0.41,0.57,0.02,0.01,0.02,0.07,0,0.97,0.13,0.16,0.05,0.41,0.27,0.08,0.67,0.46,0.01,0.02,3.56,0.03,28.97,0.37,0.03,0.37,0.25,0.11,1.15,14.03,0,0.63,1.49,0.24,0.19,0.88,1.09,0.19,0.05,0.06,4.23,0.04,0.15,0.11,0,0.55,0.5,0.16,0.04,0,0.1,0.01,0.36,0.82,0.01,5.97,0.01,0.74,7.42,0.02,0.01,0.08,0.12,0.11,1.36,0.25
tt0120102,7.1,Seven Years in Tibet_0120102,4260,4.44,215,0.07,0.49,1.74,0,0.05,0.02,0.31,0.05,2.37,0.31,0.42,0.07,0.09,0.38,0.14,3.64,0.33,0,0,4.34,0.12,27.42,1.43,0.07,0.77,0.14,0.28,0.52,7.75,0,1.1,0.66,0.7,0.77,0.49,1.48,0.68,0.12,0.35,4.51,0.02,0.12,0.21,0,2.96,0.14,0.35,0.16,0.02,0.33,0.07,0.28,1.67,0.02,3.99,0,1.27,9.91,0.09,0,0.47,0.07,0.05,0.26,1.06
tt1000774,5.7,Sex and the City_1000774,31234,4.24,196,0.13,0.4,1.77,0.01,0.03,0.01,0.14,0.01,3.03,0.39,0.54,0.09,0.09,0.68,0.18,3.79,0.61,0.05,0.04,3.46,0.06,31.54,0.72,0.07,0.39,0.07,0.16,0.74,7.22,0,1.43,0.56,0.42,0.54,0.23,1.6,0.42,0.21,0.39,2.91,0.01,0.02,0.18,0.01,1.95,0.31,0.21,0.11,0.01,0.31,0.07,0.73,1.23,0.03,4.44,0.03,1.95,10.01,0.11,0.01,0.19,0.08,0.05,0.33,0.93
tt1135985,6.5,Sex Drive_1135985,26897,4.27,240,0.06,0.12,1.63,0.04,0.03,0.03,0.13,0.01,3.09,0.43,0.53,0.12,0.09,1.19,0.12,2.86,0.31,0.06,0.07,4.88,0.08,30.79,0.4,0.04,0.76,0.1,0.1,0.74,7.53,0,1.15,0.64,0.84,0.62,0.37,1.82,0.25,0.21,0.24,3.71,0.01,0.02,0.17,0,2.47,0.59,0.1,0.13,0.01,0.33,0.06,0.45,0.85,0.03,4.45,0.07,1.61,9.73,0.11,0,0.21,0.06,0.03,0.15,1.12
tt0098724,7.2,Sex Lies and Videotape_0098724,16866,3.98,198,0.21,0.53,1.99,0,0.14,0.02,0.33,0.03,3.69,0.88,0.74,0.12,0.14,1.1,0.21,5.8,0.3,0.19,0.15,2.73,0.12,23.66,0.84,0.09,0.32,0.07,0.31,0.36,6.81,0,1.41,0.38,0.77,0.84,0.21,3.09,0.81,0.43,0.45,4.08,0.03,0.04,0.24,0.01,3.76,0.46,0.44,0.09,0.03,0.64,0.18,0.42,1.62,0.07,4.16,0.09,2.58,10.45,0.22,0.01,0.25,0.04,0.02,0.16,2.17
tt0203119,7.3,Sexy Beast_0203119,25730,4.08,234,0.16,0.24,1.3,0.02,0.02,0.02,0.07,0.02,2.71,0.44,0.7,0.23,0.11,0.45,0.13,3.3,0.69,0.04,0.03,3.64,0.05,31.66,0.47,0.03,0.22,0.09,0.14,0.47,6.3,0.02,1.14,0.56,0.39,0.36,0.35,1.29,0.52,0.18,0.27,2.54,0.01,0.04,0.11,0,1.98,0.2,0.21,0.09,0,0.24,0.05,0.4,2.02,0.02,3.11,0.01,1.26,8.05,0.09,0.01,0.19,0.06,0.02,0.4,0.92
tt1770734,6.2,Shadow Dancer_1770734,23725,4.18,239,0.05,0.16,1.77,0.04,0.02,0,0.19,0.01,3.58,0.3,0.45,0.05,0.09,0.34,0.19,2.36,0.38,0.08,0.11,2.93,0.08,31.87,0.78,0.03,0.47,0.05,0.25,0.41,7.9,0.01,1.17,0.75,0.4,0.55,0.14,1.17,0.45,0.16,0.3,2.9,0.02,0.03,0.15,0,2.01,0.38,0.19,0.34,0,0.37,0.06,0.72,1.35,0.02,6.45,0.01,1.45,9.85,0.08,0,0.22,0.09,0.03,0.31,0.99
tt6864046,7,Shadow_6864046,25779,4.66,238,0.04,0.46,1.15,0.01,0,0,0.09,0.01,1.87,0.31,0.39,0.02,0.15,0.32,0.16,1.89,0.63,0.04,0.08,4.93,0.08,35.28,1.23,0.03,0.42,0.11,0.17,0.65,8.64,0,1.22,1.02,0.36,0.41,0.4,0.92,0.32,0.17,0.12,2.59,0.01,0.05,0.11,0,1.46,0.31,0.17,0.17,0,0.15,0.01,0.35,0.76,0,4.67,0.06,0.99,9.52,0.09,0.02,0.14,0.06,0.13,0.29,0.56
tt0138097,7.1,Shakespeare in Love_0138097,23396,4.28,205,0.06,0.74,1.91,0.05,0.03,0.02,0.18,0.08,0.89,0.36,0.31,0.1,0.14,0.25,0.21,3.21,0.44,0,0.09,3.52,0.08,31.29,0.67,0.07,0.53,0.11,0.59,0.56,8.35,0.01,1.12,0.58,0.3,0.5,0.38,1.33,3.16,0.13,0.38,3.09,0.04,0.08,0.21,0,1.82,0.18,0.14,0.15,0,0.2,0.08,0.5,0.91,0.04,4.69,0.09,0.98,9.34,0.08,0.01,0.21,0.15,0.09,0.14,0.64
tt0111149,7.2,Shallow Grave_0111149,13978,4.16,212,0.1,0.32,1.86,0.03,0.04,0.03,0.19,0.07,2.65,0.49,0.57,0.13,0.13,0.49,0.3,2.75,0.55,0.11,0.12,3.56,0.07,28.11,0.66,0.19,0.52,0.11,0.26,0.8,8.12,0.04,1.73,0.92,0.44,0.67,0.33,2.05,0.44,0.19,0.27,3.6,0.1,0.16,0.25,0,2.08,0.43,0.17,0.19,0,0.33,0.06,0.46,1.16,0.04,3.85,0.04,1.32,10.66,0.14,0.02,0.19,0.09,0.05,0.34,1.32
