FileCode,IMDBRating,Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0
tt0178868,7.2,Ringu_0178868,16557,4.44,226,0.11,0.69,1.46,0.01,0.05,0.02,0.23,0.04,1.61,0.6,0.39,0.04,0.2,0.53,0.3,1.15,0.43,0.07,0.13,4.02,0.07,28.24,1.01,0.07,0.51,0.05,0.42,0.46,9.47,0.01,1.57,0.79,0.33,0.54,0.51,1.41,0.42,0.09,0.36,4.6,0.07,0.06,0.27,0.02,1.05,0.47,0.1,0.16,0.02,0.18,0.16,0.7,1.1,0.04,5.48,0.04,1.82,9.57,0.06,0.02,0.13,0.05,0.1,0.4,0.48
tt0042895,7,Rio Grande_0042895,28399,3.89,273,0.08,0.37,1.43,0.01,0.05,0.04,0.36,0.02,3.15,0.48,0.63,0.19,0.1,0.7,0.23,3.46,0.37,0.08,0.1,2.8,0.1,26.85,0.21,0.09,0.28,0.07,0.29,0.45,7.69,0.01,1.26,0.79,0.53,0.5,0.49,1.57,0.83,0.38,0.37,3.42,0.01,0.03,0.12,0,3.13,0.62,0.24,0.19,0.01,0.47,0.08,0.28,1.49,0.02,4.07,0.02,2.33,8.83,0.13,0.02,0.32,0.08,0.04,0.26,1.56
tt1446192,7.2,Rise of the Guardians_1446192,28035,4.33,203,0.09,0.7,1.24,0.05,0.02,0,0.11,0.01,1.85,0.29,0.54,0.09,0.16,0.4,0.16,2,0.83,0.03,0.06,3.9,0.04,31.89,0.47,0.09,0.31,0.13,0.11,0.67,9.1,0.01,1.18,0.96,0.3,0.46,0.45,1.68,0.23,0.14,0.14,3.25,0.05,0.1,0.15,0.01,1.28,0.39,0.1,0.12,0,0.28,0.06,0.32,1.34,0.02,4.18,0.04,1.03,9.61,0.1,0.01,0.15,0.06,0.07,0.32,0.55
tt1318514,7.6,Rise of the Planet of the Apes_1318514,22721,4.36,245,0.08,0.32,1.12,0.04,0.04,0.01,0.12,0.01,2.65,0.3,0.38,0.07,0.13,0.31,0.18,1.47,0.91,0.01,0.04,3.26,0.04,33.18,0.85,0.06,0.44,0.11,0.19,0.61,8.95,0,0.95,1.06,0.39,0.53,0.49,1.36,1.98,0.15,0.15,2.75,0.03,0.05,0.13,0,0.94,0.39,0.33,0.16,0,0.2,0.06,0.45,1.18,0.03,5.65,0.05,0.85,9.19,0.09,0.01,0.08,0.02,0.06,0.32,0.65
tt0120801,7,RKO 281_0120801,23760,4.32,213,0.13,0.48,1.51,0.02,0.06,0.02,0.13,0.01,1.97,0.67,0.51,0.07,0.13,0.51,0.11,3.62,0.62,0.03,0.07,4.53,0.08,30.07,0.79,0.05,0.4,0.05,0.29,1.2,8.2,0,1.08,0.64,0.54,0.36,0.25,1.68,0.72,0.27,0.27,3.81,0.01,0.05,0.22,0,1.98,0.18,0.15,0.16,0.01,0.35,0.05,0.52,0.94,0.03,3.88,0.04,1.49,8.88,0.11,0.02,0.11,0.07,0.03,0.43,0.93
tt0257044,7.6,Road to Perdition_0257044,17559,4.4,225,0.07,0.44,1.35,0.02,0.02,0.02,0.09,0.02,2.51,0.28,0.41,0.11,0.13,0.42,0.18,2.33,0.69,0.03,0.07,3.25,0.04,34.72,0.59,0.04,0.3,0.11,0.12,0.56,8.8,0.02,0.97,0.8,0.26,0.46,0.41,1.48,0.32,0.13,0.18,2.59,0.01,0.03,0.12,0.01,1.66,0.4,0.26,0.15,0.01,0.23,0.03,0.45,1.03,0.01,4.47,0.01,0.98,10.1,0.05,0.02,0.15,0.12,0.02,0.42,0.76
tt0111002,6.5,Roadracers_0111002,26403,4.24,243,0.08,0.38,1.37,0.02,0.03,0.02,0.17,0.03,2.75,0.48,0.45,0.1,0.11,0.61,0.16,2.99,0.48,0.06,0.08,3.78,0.06,31.72,0.55,0.11,0.4,0.05,0.06,1.01,7.54,0.02,1.14,0.65,0.39,0.36,0.27,1.53,0.38,0.17,0.27,2.99,0.01,0.1,0.11,0,1.89,0.31,0.19,0.1,0,0.31,0.05,0.38,0.92,0.03,3.69,0.06,1.58,8.34,0.11,0.02,0.14,0.09,0.05,0.26,0.86
tt0102798,6.9,Robin Hood Prince of Thieves_0102798,25687,4.43,244,0.03,0.25,1.25,0.05,0.02,0,0.2,0.01,0.65,0.39,0.24,0.05,0.09,0.19,0.15,2.83,0.44,0.01,0.05,4.51,0.17,33.23,0.6,0.05,0.52,0.13,0.28,0.51,8.5,0.01,0.73,0.68,0.35,0.44,0.61,0.91,1.09,0.11,0.23,2.75,0.02,0.07,0.12,0,2.19,0.34,0.2,0.19,0.01,0.18,0.03,0.27,1.02,0.02,5.33,0.04,0.98,8.87,0.04,0.02,0.11,0.1,0.05,0.18,0.55
tt4532826,5.4,Robin Hood_4532826,27516,4.38,235,0.09,0.33,1.22,0.07,0.02,0.03,0.11,0.06,1.27,0.42,0.24,0.07,0.16,0.5,0.12,1.78,0.7,0.03,0.06,4.07,0.11,32.99,0.84,0.07,0.52,0.09,0.24,1.09,9.82,0.02,0.87,0.61,0.34,0.44,0.49,1.09,0.43,0.13,0.23,3.28,0.04,0.04,0.13,0.01,1.57,0.16,0.18,0.16,0.01,0.19,0.05,0.35,1.24,0.06,4.08,0.03,1.53,7.25,0.04,0.04,0.1,0.12,0.1,0.45,0.61
tt1705130,5.9,Robin The Story of Dick Grayson_1705130,18607,4.27,241,0.06,0.26,1.04,0.03,0.02,0.04,0.12,0.13,1.93,0.57,0.4,0.06,0.17,0.37,0.13,1.8,0.49,0.03,0.06,3.32,0.09,32.8,0.96,0.07,0.49,0.05,0.12,0.62,9.15,0.01,1.14,0.75,0.33,0.28,0.41,1.37,0.22,0.18,0.23,2.42,0.01,0.04,0.11,0,1.6,0.27,0.15,0.17,0.01,0.21,0.06,0.37,1.31,0.01,4.91,0.11,1.37,8.89,0.08,0.01,0.09,0.05,0.15,0.37,0.85
tt0093870,7.6,RoboCop_0093870,25231,4.37,269,0.13,0.33,0.95,0.06,0.02,0,0.06,0,1.42,0.3,0.25,0.13,0.1,0.23,0.1,1.8,0.52,0.04,0.02,4.45,0.03,35.22,1.09,0.03,0.46,0.07,0.13,1.07,8.41,0,0.98,1.05,0.26,0.32,0.47,0.92,0.19,0.06,0.17,2.28,0,0.04,0.1,0,1.13,0.36,0.18,0.05,0,0.13,0.02,0.46,0.63,0.01,3.9,0.11,0.96,9.16,0.04,0,0.04,0.06,0.06,0.29,0.38
tt0086203,6.4,Rock Rule_0086203,41598,4.1,181,0.05,0.1,0.43,0,0.01,0,0.02,0,1.35,0.16,0.12,0.09,0.07,0.21,0.04,1.24,1.69,0.01,0.01,1.51,0.02,59.34,0.34,0.01,0.05,0.09,0.04,0.44,6.78,0,0.31,0.19,0.18,0.11,0.12,0.6,0.24,0.06,0.07,1.7,0,0.04,0.03,0.01,0.77,0.11,0.04,0.05,0,0.09,0.03,0.08,0.44,0,0.77,0,0.74,4.71,0.01,0,0.05,0.01,0.01,0.1,0.31
tt9279928,7.9,Rocket Man_9279928,26256,4.05,223,0.13,0.17,2.04,0.03,0.02,0.02,0.13,0,2.99,0.31,0.4,0.06,0.05,0.64,0.24,3.24,0.56,0.03,0.08,3.8,0.1,30.29,0.48,0.07,0.45,0.03,0.2,1.13,7.95,0.01,1.13,0.4,0.44,0.64,0.09,1.36,0.39,0.19,0.29,3.32,0,0.06,0.21,0.02,2.36,0.49,0.16,0.08,0.02,0.32,0.05,0.4,1.13,0.05,3.56,0.04,1.2,10.42,0.12,0.03,0.2,0.17,0.07,0.55,0.88
tt1032755,7.2,RocknRolla_1032755,24586,4.07,197,0.18,0.18,1.73,0.02,0.04,0.02,0.15,0.04,3.25,0.54,0.59,0.15,0.13,0.48,0.24,3.27,0.44,0.01,0.06,4.16,0.11,27.53,0.46,0.11,0.46,0.06,0.44,0.56,6.86,0.02,1.27,0.35,0.52,0.4,0.1,1.61,0.54,0.27,0.25,2.83,0.01,0.02,0.2,0,2.57,0.39,0.13,0.11,0.02,0.4,0.1,0.36,1.03,0.07,3.8,0.09,1.37,9.13,0.12,0.01,0.13,0.1,0.04,0.27,1.28
tt0479143,7.1,Rocky Balboa_0479143,19402,4.23,242,0.13,0.14,1.74,0.07,0.01,0.02,0.16,0.05,2.92,0.52,0.68,0.06,0.19,0.57,0.15,2.38,0.51,0.09,0.12,5.21,0.05,31.58,0.79,0.1,0.65,0.05,0.2,0.64,7.05,0,1.25,0.56,0.33,0.58,0.1,1.49,0.45,0.23,0.25,3.58,0.02,0.09,0.21,0.02,1.63,0.35,0.24,0.16,0.02,0.35,0.04,0.52,1.56,0.04,2.82,0.15,1.85,8.9,0.07,0.03,0.19,0.13,0.06,0.3,0.98
tt0100507,5.4,Rocky V_0100507,25644,4.1,237,0.11,0.11,1.69,0.05,0.04,0,0.13,0.04,2.99,0.47,0.58,0.06,0.15,0.51,0.09,3.26,0.28,0.08,0.11,4.59,0.05,31.43,0.6,0.04,0.56,0.04,0.13,0.62,6.35,0.01,1.08,0.65,0.38,0.59,0.08,1.62,0.45,0.25,0.24,2.88,0,0.05,0.13,0.01,1.35,0.33,0.27,0.15,0.01,0.39,0.03,0.37,1.63,0.02,2.59,0.07,1.68,8.89,0.12,0.01,0.17,0.09,0.05,0.28,1.23
tt0075148,8.1,Rocky_0075148,22567,4.3,220,0.22,0.09,1.83,0.07,0,0.04,0.12,0.01,2.56,0.51,0.33,0.08,0.23,0.46,0.04,3,0.52,0.05,0.12,5.16,0.07,31.56,0.86,0.05,0.63,0.05,0.18,0.72,7.17,0,0.97,0.62,0.4,0.59,0.09,1.38,0.47,0.17,0.27,2.68,0,0.06,0.14,0.01,1.21,0.18,0.23,0.23,0,0.33,0.04,0.41,0.95,0.03,3.47,0.11,1.4,10.05,0.09,0.01,0.15,0.09,0.05,0.22,1.11
tt0076637,6.9,Rolling Thunder_0076637,21573,4.21,240,0.08,0.26,1.46,0.03,0.03,0.04,0.16,0.06,1.97,0.47,0.4,0.1,0.15,0.56,0.26,2.84,0.37,0.09,0.11,5.08,0.09,28.96,0.73,0.06,0.42,0.06,0.25,0.83,8.22,0,1.14,0.69,0.43,0.56,0.46,1.58,0.53,0.17,0.3,3.5,0,0.1,0.2,0,1.62,0.23,0.08,0.18,0.01,0.34,0.05,0.41,1.24,0,4.55,0.04,1.72,9.41,0.09,0,0.17,0.03,0.05,0.26,0.96
tt6000478,6.5,Roman J Israel Esq_6000478,18379,4.43,237,0.15,0.11,1.72,0.03,0.09,0,0.22,0.02,2.98,0.36,0.69,0.07,0.1,0.49,0.19,3.74,0.74,0.03,0.04,4.45,0.03,31.12,1.33,0.04,0.47,0.09,0.1,1.15,8.56,0.01,1.19,0.59,0.44,0.61,0.78,1.63,0.45,0.21,0.43,2.57,0.03,0.1,0.14,0.03,2.48,0.33,0.26,0.15,0,0.41,0.05,0.38,1.33,0.01,2.48,0.06,2.12,7.63,0.14,0.01,0.15,0.07,0.12,1.3,0.9
tt0088011,6.9,Romancing the Stone_0088011,21626,4.14,246,0.06,0.42,1.34,0.01,0.01,0,0.15,0.01,2.02,0.49,0.3,0.09,0.18,0.45,0.14,2.2,0.52,0.04,0.04,4,0.03,30.61,0.5,0.06,0.39,0.1,0.16,0.3,7.96,0,1.35,1,0.35,0.45,0.78,1.16,0.35,0.11,0.18,3.3,0.01,0.06,0.12,0,1.41,0.32,0.18,0.1,0.01,0.25,0.03,0.48,1.46,0,4.95,0.04,1.32,8.64,0.08,0,0.15,0.06,0.07,0.52,0.7
tt6155172,7.6,Roma_6155172,27519,4.3,223,0.11,0.38,1.16,0.03,0.04,0.03,0.1,0,2.11,0.16,0.2,0.05,0.21,0.41,0.15,1.34,0.42,0.02,0.02,3.67,0.01,33.39,0.48,0.16,0.31,0.11,0.17,1.04,9.02,0.01,1.05,0.61,0.29,0.42,0.39,0.92,0.18,0.08,0.25,2.92,0.03,0.08,0.14,0,1.19,0.35,0.16,0.11,0,0.17,0.02,0.28,1.04,0.03,4.58,0.11,0.86,9.99,0.04,0.01,0.11,0.15,0.09,0.51,0.63
tt0117509,6.7,Romeo Juliet_0117509,22712,4.48,225,0.08,0.6,1,0.06,0.01,0.03,0.18,0.16,0.3,0.55,0.24,0.09,0.07,0.37,0.1,2.7,0.46,0.01,0.07,5.39,0.11,35.16,0.79,0.03,0.44,0.12,0.21,0.62,9.52,0.01,0.63,0.64,0.26,0.34,0.39,1.04,0.69,0.07,0.23,3.27,0.05,0.06,0.09,0,1.75,0.15,0.29,0.21,0.02,0.11,0.08,0.42,1.18,0.07,3.64,0.13,0.8,7.67,0.04,0.01,0.05,0.07,0.1,0.39,0.62
tt0165929,6.1,Romeo Must Die_0165929,19931,4.3,245,0.15,0.15,1.1,0.02,0.01,0.01,0.11,0.03,2.24,0.45,0.49,0.07,0.16,0.47,0.12,2.23,0.91,0.05,0.08,4.83,0.09,29.83,0.84,0.06,0.61,0.05,0.28,0.66,7.71,0,1.13,0.78,0.27,0.31,0.36,1.42,0.54,0.16,0.15,4.47,0.01,0.09,0.15,0.01,1.45,0.3,0.15,0.19,0,0.34,0.02,0.59,1.41,0.01,4.54,0.04,1.34,7.47,0.07,0.01,0.13,0.03,0.06,0.59,0.82
tt0120032,6.4,Romy and Michele s High School Reunion_0120032,9619,4.07,205,0.17,0.56,1.82,0,0.1,0.07,0.34,0.01,3.46,0.89,0.79,0.62,0.08,1.61,0.01,7.42,1.45,0.16,0.05,1.07,0.22,41.66,0.31,0.16,0.12,0.01,0.06,0.35,5.18,0,1.37,0.12,0.55,0.3,0.03,2.09,0.35,0.33,0.25,2.62,0.02,0,0.09,0,4.24,0.45,0.07,0.11,0.02,0.47,0.1,0.4,0.78,0.11,1.46,0.07,2.18,8.12,0.25,0,0.37,0.02,0,0.06,1.55
tt0122690,7.2,Ronin_0122690,28075,4.12,219,0.09,1.27,1.6,0.05,0.11,0.02,0.26,0.04,2.8,0.64,0.67,0.27,0.27,0.54,0.2,3.1,0.36,0.05,0.12,3.81,0.06,25.76,0.59,0.18,0.63,0.11,0.35,0.59,9.37,0.02,1.38,0.82,0.51,0.4,0.72,1.77,0.4,0.33,0.28,3.86,0.12,0.1,0.23,0,1.79,0.3,0.3,0.18,0.01,0.33,0.15,0.72,1.5,0.05,3.9,0.09,1.28,9.65,0.11,0.04,0.13,0.16,0.06,0.2,1.08
tt3170832,8.1,Room_3170832,23170,3.99,242,0.12,0.35,1.65,0.07,0.06,0.01,0.16,0.02,3.28,0.37,0.52,0.07,0.14,0.56,0.19,2.7,0.52,0.05,0.05,3.65,0.06,29.65,0.42,0.08,0.45,0.08,0.2,0.94,7.65,0.01,1.12,0.77,0.57,0.74,0.34,1.64,0.5,0.17,0.27,3.02,0.03,0.04,0.14,0,1.89,0.45,0.16,0.13,0.01,0.27,0.08,0.75,1.22,0.02,5.25,0.03,1.36,9.32,0.14,0,0.13,0.07,0.07,0.28,1.02
tt0063522,8,Rosemary s Baby_0063522,35911,4.47,236,0.12,0.32,1.8,0.01,0.02,0.02,0.14,0.02,2.73,0.32,0.4,0.03,0.11,0.84,0.27,2.42,0.44,0.04,0.11,4.64,0.07,30.2,0.55,0.08,0.74,0.05,0.17,0.89,7.83,0.01,1.58,0.53,0.73,0.71,0.41,1.8,0.88,0.13,0.23,3.22,0.01,0.06,0.13,0,1.73,0.33,0.14,0.1,0.01,0.22,0.06,0.41,0.91,0.02,4.73,0.06,2.04,9.15,0.08,0.01,0.15,0.05,0.06,0.3,0.91
tt0041827,6.6,Roughshod_0041827,29442,4.13,211,0.04,0.24,1.24,0.02,0.06,0.02,0.13,0.02,2.21,0.26,0.37,0.08,0.1,0.28,0.25,2.02,0.35,0.19,0.05,2.89,0.08,29.75,0.45,0.07,0.4,0.12,0.27,1.03,8.91,0.02,0.96,1.24,0.41,0.44,0.35,1.28,0.53,0.16,0.2,4.08,0.02,0.04,0.09,0,1.68,0.47,0.39,0.06,0.01,0.27,0.04,0.26,1.19,0.01,5.31,0.05,1.33,10.49,0.09,0,0.12,0.07,0.06,0.28,1.11
tt6241872,7.4,Ruben Brandt Collector_6241872,13343,4.45,213,0.04,0.25,1.28,0.04,0.04,0.01,0.1,0.02,1.6,0.24,0.23,0.06,0.15,0.25,0.05,1.89,0.78,0.01,0,3.43,0.06,38.12,0.85,0.16,0.36,0.12,0.11,0.46,8.83,0,0.7,0.57,0.33,0.35,0.26,1.14,0.26,0.08,0.11,2.56,0.03,0.08,0.12,0,1.06,0.22,0.1,0.09,0.01,0.11,0.13,0.37,1.15,0.01,3.78,0.03,0.98,8.33,0.03,0.01,0.13,0.05,0.04,0.14,0.67
tt1839492,7.2,Ruby Sparks_1839492,19304,4.06,231,0.12,0.31,2.02,0.01,0.06,0,0.21,0.02,3.58,0.42,0.68,0.05,0.08,0.88,0.15,4.63,0.31,0.15,0.07,3.06,0.08,29.02,0.34,0.09,0.24,0.02,0.19,0.41,5.84,0.01,1.18,0.55,0.62,0.82,0.27,1.81,0.35,0.24,0.58,3.13,0.01,0.03,0.17,0.01,2.82,0.37,0.12,0.15,0,0.48,0.07,0.54,1.21,0.02,4.79,0.01,2.01,10.25,0.16,0.03,0.33,0.08,0.01,0.18,1.36
tt0163187,5.6,Runaway Bride_0163187,25342,4.14,225,0.15,0.3,1.7,0.01,0.08,0.01,0.18,0.01,3.25,0.59,0.49,0.1,0.14,0.55,0.15,3.34,0.72,0.08,0.04,3.41,0.07,30.18,0.69,0.06,0.33,0.05,0.18,0.9,8.14,0.01,1.14,0.58,0.36,0.64,0.39,1.72,0.96,0.21,0.4,3.19,0.02,0.06,0.19,0,2.3,0.29,0.28,0.1,0.03,0.36,0.11,0.47,1.4,0.04,4.76,0.06,1.32,10.41,0.08,0.01,0.13,0.04,0.04,0.26,0.96
tt0266915,6.7,Rush Hour 2_0266915,19102,4.11,211,0.1,0.31,1.62,0.05,0.05,0.01,0.1,0.01,3.12,0.46,0.57,0.1,0.1,0.42,0.15,3.39,0.64,0.03,0.07,2.98,0.08,33.79,0.55,0.04,0.39,0.05,0.13,0.94,8.39,0,1.01,0.67,0.36,0.44,0.42,1.63,0.43,0.2,0.17,2.82,0.03,0.01,0.12,0.02,2.41,0.43,0.21,0.17,0.01,0.4,0.02,0.28,1.14,0.01,3.63,0.09,1.77,9.16,0.05,0.02,0.19,0.11,0.05,0.49,0.91
tt0120812,7,Rush Hour_0120812,27181,4.55,252,0.07,0.49,1.14,0.05,0.01,0.01,0.17,0.02,1.71,0.26,0.25,0.01,0.1,0.34,0.19,1.53,0.64,0.03,0.03,4.07,0.06,36.42,1.12,0.11,0.36,0.1,0.11,0.73,10.12,0.01,1.25,1.1,0.28,0.37,0.49,1.01,0.38,0.08,0.22,2.48,0.03,0.07,0.13,0,0.78,0.32,0.28,0.1,0.01,0.27,0.03,0.22,0.99,0.01,4.09,0.01,0.96,8.1,0.04,0,0.06,0.02,0.03,0.37,0.48
tt1536437,5.6,Rushlights_1536437,26893,4.47,239,0.07,0.15,1.48,0.03,0.01,0.02,0.18,0.04,2.6,0.53,0.43,0.1,0.14,0.94,0.16,3,0.43,0.06,0.15,4.75,0.1,31.22,0.51,0.13,0.73,0.04,0.14,0.59,8.02,0,1.13,0.73,0.71,0.55,0.33,2.05,0.34,0.17,0.33,3.5,0.01,0.04,0.11,0.01,2.33,0.32,0.25,0.14,0.01,0.37,0.09,0.51,0.94,0.01,3.44,0.03,2.48,9.47,0.12,0.01,0.23,0.03,0.04,0.28,0.94
tt0128445,7.6,Rushmore_0128445,22619,4.08,226,0.15,0.34,1.53,0.02,0.06,0.01,0.1,0.02,2.35,0.37,0.51,0.04,0.08,0.46,0.16,3.02,0.29,0.08,0.04,3.53,0.08,32.74,0.42,0.05,0.39,0.04,0.14,0.61,8.61,0,1.11,0.73,0.34,0.5,0.15,1.53,0.39,0.17,0.43,2.82,0.01,0.04,0.15,0.01,2.32,0.25,0.09,0.06,0,0.42,0.03,0.22,1.1,0.01,4.93,0.03,1.59,11.04,0.04,0,0.18,0.04,0.06,0.33,0.9
tt1979320,8.1,Rush_1979320,21985,4.42,251,0.12,0.74,1.74,0.06,0.11,0.01,0.15,0.04,2.02,0.41,0.47,0.05,0.18,0.48,0.16,2.18,0.52,0.03,0.1,4.58,0.06,31.28,0.98,0.06,0.58,0.12,0.38,0.57,7.81,0.02,1.12,0.5,0.43,0.58,0.45,1.38,0.38,0.2,0.32,3.22,0.07,0.03,0.24,0,1.68,0.35,0.14,0.23,0,0.28,0.05,0.51,1.27,0.04,3.31,0.08,1.36,8.5,0.08,0.03,0.2,0.12,0.04,0.36,0.73
tt0318034,7.2,Russian Ark_0318034,29204,4.25,217,0.11,0.71,1.58,0.07,0.06,0.03,0.15,0.03,2.19,0.69,0.58,0.05,0.12,0.51,0.29,2.82,0.42,0.07,0.09,4.12,0.06,28.17,0.59,0.05,0.52,0.11,0.27,0.79,9.68,0.01,1.37,0.71,0.49,0.49,0.4,1.65,0.41,0.16,0.22,3.62,0.02,0.04,0.16,0,1.79,0.44,0.41,0.13,0.01,0.24,0.11,0.25,1.12,0.04,4.47,0.06,2.03,8.75,0.12,0,0.15,0.06,0.08,0.34,0.75
tt2053425,7.4,Rust and Bone_2053425,21677,4.08,213,0.03,0.18,1.61,0.03,0.02,0,0.29,0.02,2.41,0.3,0.36,0.03,0.04,0.3,0.17,2.84,0.42,0.02,0.07,3.29,0.07,28.27,0.59,0.12,0.39,0.07,0.28,0.68,8.48,0,1.21,0.68,0.4,0.48,0.29,1.72,0.39,0.2,0.24,3.28,0,0.08,0.08,0,2.33,0.39,0.15,0.12,0.02,0.28,0.04,0.36,1.32,0.02,6.57,0.07,1.47,10.52,0.16,0.01,0.29,0.11,0.07,0.3,1.07
tt7068580,7.3,Ryan Hansen Solves Crimes on Television_7068580,7139,4.23,262,0.21,0.2,2.03,0.07,0.15,0.08,0.15,0,3.66,0.64,0.71,0.08,0.15,1.13,0.17,3.68,0.32,0.06,0.1,4.37,0.06,31.62,0.64,0.03,0.25,0.07,0.1,0.59,7.41,0.01,1.58,0.29,0.46,0.48,0.45,1.74,0.8,0.24,0.48,3.38,0.03,0.01,0.17,0.03,2.06,0.39,0.24,0.17,0,0.43,0.08,0.63,1.01,0.04,3.68,0.04,2.14,8.98,0.13,0.03,0.21,0.11,0.01,0.25,1.18
tt1231277,3.6,S Darko_1231277,23798,4.23,231,0.06,0.64,1.37,0.07,0.03,0.03,0.12,0.04,3.17,0.26,0.4,0.05,0.17,0.65,0.18,2.15,0.64,0.04,0.09,3.4,0.11,31.52,0.91,0.06,0.58,0.05,0.18,0.87,9,0.03,1.27,0.95,0.44,0.5,0.35,1.75,0.3,0.18,0.18,3.24,0.05,0.07,0.2,0,1.43,0.29,0.16,0.12,0.01,0.41,0.12,0.39,1.07,0.04,5.19,0.12,1.3,9.54,0.12,0,0.13,0.03,0.08,0.25,0.81
tt0257076,6.1,S W A T_0257076,21323,4.39,260,0.11,0.15,1.36,0.04,0.04,0.01,0.08,0,2.13,0.38,0.46,0.03,0.08,0.37,0.1,2.04,0.53,0.01,0.04,3.97,0.02,38.3,0.6,0.02,0.43,0.07,0.15,1.32,7.61,0,0.76,0.79,0.29,0.56,0.29,1.02,0.32,0.13,0.09,2.36,0.01,0.04,0.13,0,1.28,0.46,0.21,0.15,0,0.22,0.02,0.29,1.32,0.01,3.65,0.03,1.28,8.73,0.03,0,0.12,0.09,0.05,0.52,0.5
tt0258153,6.1,S1m0ne_0258153,26422,4.43,229,0.14,0.17,1.8,0.07,0.05,0,0.21,0.05,2.89,0.5,0.55,0.09,0.23,0.64,0.19,3.43,0.38,0.07,0.07,3.94,0.08,30.12,1.15,0.06,0.4,0.11,0.21,0.38,8.62,0.02,1.11,0.65,0.51,0.64,0.95,1.8,0.56,0.22,0.36,3.52,0,0.14,0.26,0.01,2.36,0.16,0.14,0.21,0.01,0.46,0.07,0.45,1.41,0.03,4.27,0.05,1.49,8.84,0.15,0.02,0.26,0.06,0.08,0.28,1.23
tt0035279,7.1,Saboteur_0035279,38007,4.15,250,0.1,0.43,1.32,0.04,0.02,0.38,0.12,0.02,1.68,0.44,0.39,0.05,0.19,0.42,0.22,2.11,0.42,0.07,0.04,3.69,0.11,30.73,0.59,0.06,0.35,0.06,0.29,0.73,8.95,0.04,1.07,0.82,0.34,0.45,0.38,1.25,0.43,0.11,0.18,3.39,0.04,0.07,0.2,0,1.46,0.35,0.42,0.11,0.01,0.24,0.09,0.36,1.22,0.04,4.46,0.09,1.03,8.58,0.06,0.02,0.12,0.08,0.04,0.3,0.77
tt0047437,7.6,Sabrina_0047437,14736,4.12,200,0.26,0.54,2.42,0.02,0.14,0.03,0.23,0.03,4.28,0.68,0.78,0.42,0.17,0.81,0.25,5.16,0.68,0.07,0.1,3.21,0.26,27.64,0.4,0.1,0.37,0.1,0.43,0.19,6.99,0.01,1.56,0.24,0.46,0.75,0.07,2.07,1.23,0.22,0.41,3.54,0.01,0.05,0.3,0,3.75,0.35,0.2,0.14,0.01,0.54,0.07,0.5,1.53,0.01,2.2,0.03,2.2,8.15,0.14,0,0.52,0.08,0.03,0.11,1.65
tt1599348,6.7,Safe House_1599348,21361,4.33,243,0.02,0.22,1.11,0,0.02,0,0.07,0.02,2.43,0.3,0.44,0.06,0.14,0.47,0.15,1.84,0.77,0.03,0.12,3.75,0.04,34.97,1.2,0.12,0.36,0.09,0.1,0.46,7.69,0.01,1.1,1.22,0.32,0.31,0.84,1.26,0.18,0.15,0.22,2.72,0.03,0.05,0.06,0,1.63,0.45,0.22,0.17,0,0.32,0.05,0.63,1.03,0.02,4.81,0.04,1.24,9.16,0.09,0.03,0.14,0.07,0.07,0.45,0.96
tt1862079,6.9,Safety Not Guaranteed_1862079,19024,4.16,242,0.06,0.19,1.88,0.04,0.03,0.03,0.16,0.02,2.83,0.69,0.56,0.05,0.11,0.78,0.17,3.32,0.38,0.05,0.06,4.13,0.08,29.66,0.59,0.12,0.38,0.08,0.07,0.72,8.51,0.01,1.13,0.79,0.33,0.7,0.16,1.27,0.45,0.25,0.25,3.68,0.03,0.07,0.18,0.01,2,0.41,0.08,0.07,0.02,0.29,0.03,0.46,1.06,0.02,4.46,0.12,2.13,9.18,0.08,0.01,0.26,0.08,0.11,0.35,1.01
tt0047443,7.3,Salt of the Earth_0047443,25160,4.27,203,0.03,0.58,1.26,0.06,0.05,0.05,0.21,0.01,1.68,0.49,0.25,0.11,0.16,0.35,0.25,2.55,0.66,0.06,0.08,3.74,0.07,31.72,0.72,0.05,0.47,0.08,0.25,0.64,9.04,0.04,0.98,0.68,0.49,0.41,0.58,1.58,0.44,0.08,0.29,3.31,0.03,0.1,0.16,0,1.28,0.33,0.31,0.26,0,0.3,0.07,0.48,1.14,0.03,4.63,0.02,1.61,8.6,0.05,0.02,0.17,0.06,0.08,0.37,0.88
